Word,Regency Pronunciation,Cambridge Dictionary Link,Note,
Double entendre,DOO-bluh on-TAHN-druh,https://dictionary.cambridge.org/dictionary/english/double-entendre,A word/phrase open to two interpretations (usually risqué),
Dowager,DOW-uh-jer,https://dictionary.cambridge.org/dictionary/english/dowager,,
Drapery,DRAY-pree,https://dictionary.cambridge.org/dictionary/english/drapery,Two syllables (Swallow the 'er'),
Draught,draft,https://dictionary.cambridge.org/dictionary/english/draught,As in beer or a breeze,
Drawer,DROR,https://dictionary.cambridge.org/dictionary/english/drawer,One syllable for furniture,
Drogheda,DRAW-duh,https://dictionary.cambridge.org/dictionary/english/drogheda,Irish title/place,
Dulwich,DUL-itch,https://dictionary.cambridge.org/dictionary/english/dulwich,,
Dumaresq,doo-MERR-ik,https://dictionary.cambridge.org/dictionary/english/dumaresq,Channel Island name,
Duodenum,doo-oh-DEE-num,https://dictionary.cambridge.org/dictionary/english/duodenum,Stress on 'DEE',
Earl of Home,HUME,https://dictionary.cambridge.org/dictionary/english/home,The Scottish Earls of Home,
Eau de Toilette,OH duh twah-LET,https://dictionary.cambridge.org/dictionary/english/eau-de-toilette,Scented water used in the grooming process,
Éclat,ay-KLAH,https://dictionary.cambridge.org/dictionary/english/eclat,Brilliant display or effect; social distinction,
Edamame,ed-uh-MAH-may,https://dictionary.cambridge.org/dictionary/english/edamame,,
Efficacy,eff-ih-kuh-see,https://dictionary.cambridge.org/dictionary/english/efficacy,Effectiveness,
Effrontery,uh-frun-ter-ee,https://dictionary.cambridge.org/dictionary/english/effrontery,Insolence,
Elaborate,ee-LAB-rit,https://dictionary.cambridge.org/dictionary/english/elaborate,Adjective is three syllables; swallow the 'o',
Elementary,el-uh-MEN-tree,https://dictionary.cambridge.org/dictionary/english/elementary,Four syllables; swallow the 'ta',
Ely,EE-lee,https://dictionary.cambridge.org/dictionary/english/ely,,
Embroider,em-BROY-der,https://dictionary.cambridge.org/dictionary/english/embroider,Ensure it doesn't drift to 'em-broid-er-y',
Émigré,EM-ih-gray,https://dictionary.cambridge.org/dictionary/english/emigre,A person who has left their country for political reasons,
En déshabillé,ahn dez-ah-BEE-ay,https://dictionary.cambridge.org/dictionary/english/deshabille,Partially dressed; in a state of undress,
En famille,ahn fah-MEE,https://dictionary.cambridge.org/dictionary/english/en-famille,In the privacy of the family circle,
En passant,ahn pah-SAHN,https://dictionary.cambridge.org/dictionary/english/en-passant,In passing; a common way for a narrator to describe a casual observation,
Ennui,on-WEE,https://dictionary.cambridge.org/dictionary/english/ennui,Listlessness/boredom arising from lack of occupation,
Enroughty,DAR-bee (This is not a typo. See note),https://dictionary.cambridge.org/dictionary/english/enroughty,"Yes, Enroughty is really pronounced Darby. It’s a Surname.",
Ensconced,en-SKONST,https://dictionary.cambridge.org/dictionary/english/ensconce,Settled comfortably,
Ensign,EN-sun,https://dictionary.cambridge.org/dictionary/english/ensign,,
Entail,en-TAYL,https://dictionary.cambridge.org/dictionary/english/entail,Inheritance restriction,
Entre nous,ahn-truh NOO,https://dictionary.cambridge.org/dictionary/english/entre-nous,Between us; used for sharing gossip or secrets,
Entrée,ON-tray,https://dictionary.cambridge.org/dictionary/english/entree,The right to enter; also a course in a meal,
Entrepreneur,ahn-truh-pruh-NUR,https://dictionary.cambridge.org/dictionary/english/entrepreneur,Stress on final syllable,
Epergne,eh-PERN,https://dictionary.cambridge.org/dictionary/english/epergne,An ornamental tiered centerpiece for a dining table,
Epitome,ih-PIT-uh-mee,https://dictionary.cambridge.org/dictionary/english/epitome,,
Epoch ,(EE-pok ,https://dictionary.cambridge.org/dictionary/english/epoch ,"British/Regency standard is a long 'E'. ""Eh-pock"" is the secondary Americanization ",
Err,UR,https://dictionary.cambridge.org/dictionary/english/err,Rhymes with 'her' (not 'air'),
Espresso,es-PRESS-oh,https://dictionary.cambridge.org/dictionary/english/espresso,,
Et cetera,et-SET-er-uh,https://dictionary.cambridge.org/dictionary/english/et-cetera,Four syllables. Avoid “et cetra”,
Etagère,ay-tah-zhair,https://dictionary.cambridge.org/dictionary/english/etagere,Piece of furniture,
Ethereal,ih-theer-ee-ul,https://dictionary.cambridge.org/dictionary/english/ethereal,Delicate/Heavenly,
Evening ,EEV-ning ,https://dictionary.cambridge.org/dictionary/english/evening ,"In professional narration, it is strictly two syllables. Avoid EE-vun-ing ",
Every,EV-ree,https://dictionary.cambridge.org/dictionary/english/every,Strictly two syllables,
Everything,EV-ree-thing,https://dictionary.cambridge.org/dictionary/english/everything,,
Ewer,YOO-er,https://dictionary.cambridge.org/dictionary/english/ewer,,
Exmouth,EX-muth,https://dictionary.cambridge.org/dictionary/english/exmouth,,
Extraordinary,ek-STROR-din-ree,https://dictionary.cambridge.org/dictionary/english/extraordinary,Never 'extra-ordinary'; usually four/five syllables,
Eyam,EEM,https://dictionary.cambridge.org/dictionary/english/eyam,Plague village,
Facade,fuh-SAHD,https://dictionary.cambridge.org/dictionary/english/facade,,
Fait accompli,fayt uh-kom-PLEE,https://dictionary.cambridge.org/dictionary/english/fait-accompli,A thing that has already happened/been decided,
Faltering,FAWL-tring,https://dictionary.cambridge.org/dictionary/english/faltering,Two syllables; common in dramatic dialogue,
Family,FAM-lee,https://dictionary.cambridge.org/dictionary/english/family,Two syllables in professional narration,
Fashionable,FASH-un-uh-bul,https://dictionary.cambridge.org/dictionary/english/fashionable,Four syllables (Swallow the second 'a'),
Fastidious,fass-tid-ee-us,https://dictionary.cambridge.org/dictionary/english/fastidious,Particular/Fussy,
Fastidiously,fa-STID-ee-us-lee,https://dictionary.cambridge.org/dictionary/english/fastidious,Great attention to detail,
Fauteuil,foh-TUY,https://dictionary.cambridge.org/dictionary/english/fauteuil,An upholstered armchair with open sides,
Faux pas,FOH PAH,https://dictionary.cambridge.org/dictionary/english/faux-pas,A social blunder; silent 'x' and 's',
Favorable,FAY-vor-uh-bul,https://dictionary.cambridge.org/dictionary/english/favorable,,
Favorite,FAY-vrit,https://dictionary.cambridge.org/dictionary/english/favorite,Two syllables in professional narration,
Featherstonhaugh,FAN-shaw,https://dictionary.cambridge.org/dictionary/english/featherstonhaugh,,
Febrile,FEB-ryle,https://dictionary.cambridge.org/dictionary/english/febrile,,
February,FEB-roo-er-ee,https://dictionary.cambridge.org/dictionary/english/february,Narrators often drop the first 'r',
Fête,fate,https://dictionary.cambridge.org/dictionary/french-english/fete,Outdoor festival,
Fête champêtre,fayt shahm-PET-ruh,https://dictionary.cambridge.org/dictionary/english/fete-champetre,"An elaborate outdoor garden party or ""rural festival""",
Fichu,FISH-oo,https://dictionary.cambridge.org/dictionary/english/fichu,Triangular lace scarf for necklines,
Fildes,FYLDS,https://dictionary.cambridge.org/dictionary/english/fildes,Surname,
Flaccid,FLAK-sid,https://dictionary.cambridge.org/dictionary/english/flaccid,Primary is 'FLAK-sid',
Flattering,FLAT-ring,https://dictionary.cambridge.org/dictionary/english/flattering,Two syllables (Essential for Regency social banter),
Flotsam,FLOT-sum,https://dictionary.cambridge.org/dictionary/english/flotsam,Floating wreckage,
Flower,FLOW-er,https://dictionary.cambridge.org/dictionary/english/flower,,
Fluorescence,floor-ESS-ens,https://dictionary.cambridge.org/dictionary/english/fluorescence,Avoid 'flur-essence',
Foliage,FO-lee-ij,https://dictionary.cambridge.org/dictionary/english/foliage,,
Folly,fol-ee,https://dictionary.cambridge.org/dictionary/english/folly,Ornamental building,
Forbade,For-bad,https://dictionary.cambridge.org/dictionary/english/forbade,Regency/UK standard,
Force majeure,FORS mah-ZHUR,https://dictionary.cambridge.org/dictionary/english/force-majeure,Unforeseeable circumstances that prevent a contract,
Forecastle,FOHK-sul,https://dictionary.cambridge.org/dictionary/english/forecastle,,
Forgotten,for-GOT-tun,https://dictionary.cambridge.org/dictionary/english/forgotten,,
Formidable,FOR-mid-uh-bul,https://dictionary.cambridge.org/dictionary/english/formidable,,
Forte,FOR-tay,https://dictionary.cambridge.org/dictionary/english/forte,Music: Loudly / Skill: fort,
Fountain,FOWN-tun,https://dictionary.cambridge.org/dictionary/english/fountain,,
Frederick,FRED-rik,https://dictionary.cambridge.org/dictionary/english/frederick,Given Name. Two sylables,
Fribble,FRIB-ul,https://dictionary.cambridge.org/dictionary/english/fribble,A trifling person,
Fricassee,frik-uh-SEE,https://dictionary.cambridge.org/dictionary/english/fricassee,A dish of stewed or fried pieces of meat served in a white sauce,
Friendship,FREND-ship,https://dictionary.cambridge.org/dictionary/english/friendship,,
Frieze,freez,https://dictionary.cambridge.org/dictionary/english/frieze,Heavy wool/Border,
Furbelow,fer-beh-low,https://dictionary.cambridge.org/dictionary/english/furbelow,Fabric trim,
Gainsay ,GAYN-say ,https://dictionary.cambridge.org/dictionary/english/gainsay ,To deny or contradict. Stress is on the first syllable ,
Gaiters,gay-terz,https://dictionary.cambridge.org/dictionary/english/gaiters,Leg coverings,
Gala,GAH-luh,https://dictionary.cambridge.org/dictionary/english/gala,Not 'gay-luh' in British/Regency,
Gallery,GAL-ree,https://dictionary.cambridge.org/dictionary/english/gallery,Two syllables,
Gamine,gam-een,https://dictionary.cambridge.org/dictionary/english/gamine,Boyish girl,
Gaol,JAYL,https://dictionary.cambridge.org/dictionary/english/gaol,,
Garrulous,gair-yuh-lus,https://dictionary.cambridge.org/dictionary/english/garrulous,Talkative,
Gathering,GATH-ring,https://dictionary.cambridge.org/dictionary/english/gathering,Two syllables,
Gaucherie,goh-shuh-REE,https://dictionary.cambridge.org/dictionary/english/gaucherie,Awkward or unsophisticated behavior,
Gauge,GAYZH,https://dictionary.cambridge.org/dictionary/english/gauge,Rhymes with 'sage',
General,JEN-er-ul,https://dictionary.cambridge.org/dictionary/english/general,,
Gentry,jen-tree,https://dictionary.cambridge.org/dictionary/english/gentry,Landowning class,
Geoghegan,GAY-gun,https://dictionary.cambridge.org/dictionary/english/geoghegan,Irish surname,
Giffard,JIFF-erd,https://dictionary.cambridge.org/dictionary/english/giffard,Ancient family name,
Gila,HEE-luh,https://dictionary.cambridge.org/dictionary/english/gila,River/Monster (if US-bound),
Gingham,ging-um,https://dictionary.cambridge.org/dictionary/english/gingham,Silent 'h',
Girandole,JEER-un-dohl,https://dictionary.cambridge.org/dictionary/english/girandole,An ornamental branched candlestick or mirror,
Glamis,GLAHMZ,https://dictionary.cambridge.org/dictionary/english/glamis,Castle name,
Glistening,GLISS-ning,https://dictionary.cambridge.org/dictionary/english/glistening,Two syllables,
Glitter,GLIT-ter,https://dictionary.cambridge.org/dictionary/english/glitter,,
Gloucester Road,GLOSS-ter,https://dictionary.cambridge.org/dictionary/english/gloucester,,
Glower,GLOW-er,https://dictionary.cambridge.org/dictionary/english/glower,,
Gnocchi,NYOH-kee,https://dictionary.cambridge.org/dictionary/english/gnocchi,,
Gnome,NOME,https://dictionary.cambridge.org/dictionary/english/gnome,,
Godmanchester,GUM-ster,https://dictionary.cambridge.org/dictionary/english/godmanchester,,
Goudhurst,GOWD-herst,https://dictionary.cambridge.org/dictionary/english/goudhurst,Kent location,
Gouvernante,GOO-ver-nahnt,https://dictionary.cambridge.org/dictionary/english/gouvernante,French term for a governess; implies higher status,
Governess,GUV-er-ness,https://dictionary.cambridge.org/dictionary/english/governess,,
Governor,GUV-ner,https://dictionary.cambridge.org/dictionary/english/governor,Strictly two syllables; never 'guv-er-nor',
Greatcoat,gray-t-coat,https://dictionary.cambridge.org/dictionary/english/greatcoat,Keep the 't' crisp,
Greenwich,GREN-itch,https://dictionary.cambridge.org/dictionary/english/greenwich,,
Gretna Green,GRET-nuh GREEN,https://dictionary.cambridge.org/dictionary/english/gretna-green,Village for runaway marriages,
Grievous,GREE-vus,https://dictionary.cambridge.org/dictionary/english/grievous,,
Grosvenor,GROVE-ner,https://dictionary.cambridge.org/dictionary/english/grosvenor,Silent 's',
Grosvenor Square,GROVE-ner,https://dictionary.cambridge.org/dictionary/english/grosvenor,,
Guinea,gin-ee,https://dictionary.cambridge.org/dictionary/english/guinea,21 shillings,
Gunwale,GUN-nel,https://dictionary.cambridge.org/dictionary/english/gunwale,,
Gyro,YEE-roh,https://dictionary.cambridge.org/dictionary/english/gyro,,
Hammercloth,HAM-er-kloth,https://dictionary.cambridge.org/dictionary/english/hammercloth,Draped cloth over the driver's seat ,
handily,Hand-ill-lee,https://dictionary.cambridge.org/dictionary/english/handily,Avoid 'han-duh-lee',
Handkerchief,HANG-ker-cheef,https://dictionary.cambridge.org/dictionary/english/handkerchief,,
Happening,HAP-ning,https://dictionary.cambridge.org/dictionary/english/happening,Two syllables,
Harewood,HAR-wood,https://dictionary.cambridge.org/dictionary/english/harewood,,
Hartshorn,harts-horn,https://dictionary.cambridge.org/dictionary/english/hartshorn,Ammonia/Smelling salts,
Harwich,HAR-idj,https://dictionary.cambridge.org/dictionary/english/harwich,Common port town; rhymes with 'carriage',
Hauteur,oh-TUR,https://dictionary.cambridge.org/dictionary/english/hauteur,"Arrogant manner; ""haughty"" behavior",
Heartrending,HART-ren-ding,https://dictionary.cambridge.org/dictionary/english/heartrending,Causing great distress,
Hegemony,hi-JEM-uh-nee,https://dictionary.cambridge.org/dictionary/english/hegemony,,
Heir,AIR,https://dictionary.cambridge.org/dictionary/english/heir,,
Herb,HERB,https://dictionary.cambridge.org/dictionary/english/herb,Pronounce the 'H' in UK context,
Hertford,HAR-ford,https://dictionary.cambridge.org/dictionary/english/hertford,County/Town,
Hessian,Hesh-un,https://dictionary.cambridge.org/dictionary/english/hessian,Fabric/Burlap,
Hessians,hesh-unz,https://dictionary.cambridge.org/dictionary/english/hessian,Tasselled boots,
Heuristic ,hyoo-RISS-tik ,https://dictionary.cambridge.org/dictionary/english/heuristic,"Often mispronounced as ""HER-is-tik ",
Hierarchical,hy-RAHR-ki-kul,https://dictionary.cambridge.org/dictionary/english/hierarchical,Stress on second syllable (RAHR),
Hierarchy,HY-er-ar-kee,https://dictionary.cambridge.org/dictionary/english/hierarchy,,
High Wycombe,HIGH WIK-um,https://dictionary.cambridge.org/dictionary/english/wycombe,,
History,HISS-tree,https://dictionary.cambridge.org/dictionary/english/history,Two syllables in standard British/Regency,
Holborn,HOE-burn,https://dictionary.cambridge.org/dictionary/english/holborn,,
Homage,HOM-ij,https://dictionary.cambridge.org/dictionary/english/homage,,
Horror,HOR-or,https://dictionary.cambridge.org/dictionary/english/horror,,
Hors de combat,OR duh kom-BAH,https://dictionary.cambridge.org/dictionary/english/hors-de-combat,Out of action; disabled in a struggle,
Hospitable,hos-PIT-uh-bul,https://dictionary.cambridge.org/dictionary/english/hospitable,,
Hummus,HOOM-us,https://dictionary.cambridge.org/dictionary/english/hummus,,
Hunstanton,HUN-stun,https://dictionary.cambridge.org/dictionary/english/hunstanton,,
Hyperbole,hy-PER-bo-lee,https://dictionary.cambridge.org/dictionary/english/hyperbole,,
Hypocaust,HY-poh-kawst,https://dictionary.cambridge.org/dictionary/english/hypocaust,"Underfloor heating a ""modern"" marvel in some period novels",
Iddesleigh,IDZ-lee,https://dictionary.cambridge.org/dictionary/english/iddesleigh,Devon title,
Ignominious,ig-nuh-min-ee-us,https://dictionary.cambridge.org/dictionary/english/ignominious,Shameful,
Ignominy,IG-nuh-min-ee,https://dictionary.cambridge.org/dictionary/english/ignominy,Stress on the first syllable,
Imaginary,ih-MAJ-in-ree,https://dictionary.cambridge.org/dictionary/english/imaginary,Four syllables (swallow the 'a'),
Imbroglio ,im-BROHL-yoh ,https://dictionary.cambridge.org/dictionary/english/imbroglio ,The 'g' is silent. It refers to a confused or complicated situation ,
Impecunious,im-peh-kyoon-ee-us,https://dictionary.cambridge.org/dictionary/english/impecunious,Penniless,
Imperiousness,im-PEER-ee-us-ness,https://dictionary.cambridge.org/dictionary/english/imperious,Arrogant and domineering,
Impious,im-pee-us,https://dictionary.cambridge.org/dictionary/english/impious,Lacking reverence,
Important,im-POR-tant,https://dictionary.cambridge.org/dictionary/english/important,,
Impotence,IM-puh-tunss,https://dictionary.cambridge.org/dictionary/english/impotence,Stress on the first syllable,
Impresario,im-pruh-SAR-ee-oh,https://dictionary.cambridge.org/dictionary/english/impresario,Organizer of public entertainments (Operas/Theaters),
Imprimatur,im-pri-MAH-ter,https://dictionary.cambridge.org/dictionary/english/imprimatur,Official approval or license to print,
Inamorata,in-am-uh-RAH-tuh,https://dictionary.cambridge.org/dictionary/english/inamorata,A woman with whom one is in love,
Inchoate,in-KOH-it,https://dictionary.cambridge.org/dictionary/english/inchoate,Three syllables; 'KOH' sound,
Incongruous,in-KONG-groo-uss,https://dictionary.cambridge.org/dictionary/english/incongruous,Stress on second syllable,
Incorrigible,in-kor-ih-jih-bul,https://dictionary.cambridge.org/dictionary/english/incorrigible,Cannot be corrected,
Indict,in-DYTE,https://dictionary.cambridge.org/dictionary/english/indict,,
Indignant,IN-di-jent,https://dictionary.cambridge.org/dictionary/english/indignant,Note the schwa/soft 'g',
Inexpressibles,in-ex-PRESS-ih-bulz,https://dictionary.cambridge.org/dictionary/english/inexpressibles,,
Infamous,IN-fuh-mus,https://dictionary.cambridge.org/dictionary/english/infamous,,
Influenza,in-floo-EN-zuh,https://dictionary.cambridge.org/dictionary/english/influenza,The sickness in the mews,
Ingénue,AN-zhuh-noo,https://dictionary.cambridge.org/dictionary/english/ingenue,An innocent or unsophisticated young woman,
Ingenue ,AN-zhuh-noo,https://dictionary.cambridge.org/dictionary/english/ingenue,An innocent or unsophisticated young woman,
Insipid,in-sip-id,https://dictionary.cambridge.org/dictionary/english/insipid,Flavorless/Boring,
Interesting ,IN-tris-ting ,https://dictionary.cambridge.org/dictionary/english/interesting,Never four syllables in high-end British narration. ,
Inured,in-yoord,https://dictionary.cambridge.org/dictionary/english/inure,Accustomed to,
Invalid,A sick person: IN-vuh-lid / Not valid: in-VAL-id ,https://dictionary.cambridge.org/dictionary/english/invalid,,
Inventory,IN-ven-tor-ee,https://dictionary.cambridge.org/dictionary/english/inventory,,
Irradiance,ih-RAY-dee-ens,https://dictionary.cambridge.org/dictionary/english/irradiance,Radiant flux,
Ischemia,iss-KEE-mee-uh,https://dictionary.cambridge.org/dictionary/english/ischemia,ch' is a 'k' sound,
Islet,EYE-let,https://dictionary.cambridge.org/dictionary/english/islet,,
Islington,IZ-ling-tun,https://dictionary.cambridge.org/dictionary/english/islington,The 's' is a 'z' sound,
Isotropy,eye-SOT-ruh-pee,https://dictionary.cambridge.org/dictionary/english/isotropy,Stress shifts to second syllable,
Isthmus,IS-muss,https://dictionary.cambridge.org/dictionary/english/isthmus,Silent 'th',
Iveagh,IVE-uh,https://dictionary.cambridge.org/dictionary/english/iveagh,Guinness family title,
Ivory,EYE-vree,https://dictionary.cambridge.org/dictionary/english/ivory,Two syllables (Common in descriptions of fans/keys),
Jackanape,JAK-uh-nayp,https://dictionary.cambridge.org/dictionary/english/jackanape,An impertinent or conceited person,
Jalapeño,hah-luh-PEN-yoh,https://dictionary.cambridge.org/dictionary/english/jalapeno,,
Jardinière,zhar-din-YAIR,https://dictionary.cambridge.org/dictionary/english/jardiniere,An ornamental pot or stand for plants,
Je ne sais quoi,zhuh nuh say KWAH,https://dictionary.cambridge.org/dictionary/english/je-ne-sais-quoi,An indefinable pleasing quality,
Jervaulx,JER-voh,https://dictionary.cambridge.org/dictionary/english/jervaulx,Abbey name,
Jewellery,JOOL-ree,https://dictionary.cambridge.org/dictionary/english/jewellery,Two syllables in standard British/Regency,
Jewelry,JOOL-ree,https://dictionary.cambridge.org/dictionary/english/jewelry,,
Jointure,JOIN-chur,https://dictionary.cambridge.org/dictionary/english/jointure,,
Joyous,JOY-us,https://dictionary.cambridge.org/dictionary/english/joyous,,
Keighley,KEETH-lee,https://dictionary.cambridge.org/dictionary/english/keighley,Yorkshire town,
Ker,KARR,https://dictionary.cambridge.org/dictionary/english/ker,Scottish border name,
Kerseymere,ker-zee-meer,https://dictionary.cambridge.org/dictionary/english/kerseymere,Fine wool,
Keswick,KEZ-ick,https://dictionary.cambridge.org/dictionary/english/keswick,,
Killer,KIL-ler,https://dictionary.cambridge.org/dictionary/english/killer,,
Kilmorey,kil-MUR-ee,https://dictionary.cambridge.org/dictionary/english/kilmorey,Irish peerage,
Kilometer,kil-OM-it-er,https://dictionary.cambridge.org/dictionary/english/kilometer,British stress on second syllable,
Kirkcudbright,kur-KOO-bree,https://dictionary.cambridge.org/dictionary/english/kirkcudbright,Scottish location,
Kitten,KIT-tun,https://dictionary.cambridge.org/dictionary/english/kitten,,
Knightsbridge,NYTES-brij,https://dictionary.cambridge.org/dictionary/english/knightsbridge,,
Knoll,NOHL,https://dictionary.cambridge.org/dictionary/english/knoll,,
Knollys,NOHLZ,https://dictionary.cambridge.org/dictionary/english/knollys,Rhymes with 'rolls',
Kombucha,kom-BOO-chuh,https://dictionary.cambridge.org/dictionary/english/kombucha,,
Lambeth,LAM-buth,https://dictionary.cambridge.org/dictionary/english/lambeth,,
Lamentable,LAM-en-tuh-bul,https://dictionary.cambridge.org/dictionary/english/lamentable,,
Landau ,LAN-daw ,link not found,A luxury four-wheeled carriage with a hood that can be opened. ,
Languid,lang-gwid,https://dictionary.cambridge.org/dictionary/english/languid,Slow/Relaxed,
Languor,lang-ger,https://dictionary.cambridge.org/dictionary/english/languor,Tiredness/Stillness,
Larceny,LAR-sun-ee,https://dictionary.cambridge.org/dictionary/english/larceny,Two or three syllables; swallow the 'ce',
Lascelles,LASS-ulz,https://dictionary.cambridge.org/dictionary/english/lascelles,Earl of Harewood,
Laudanum,law-duh-num,https://dictionary.cambridge.org/dictionary/english/laudanum,Opium tincture,
Laundry ,LAWN-dree ,https://dictionary.cambridge.org/dictionary/english/laundry ,Two syllables; avoid 'lawn-der-ee' ,
Lefevre,luh-FAY-ver,https://dictionary.cambridge.org/dictionary/english/lefevre,Common Regency surname,
Legged,Ley-Gid,https://dictionary.cambridge.org/pronunciation/english/legged,two sylables. Never “legd”,
Leicester,LESS-ter,https://dictionary.cambridge.org/dictionary/english/leicester,Square/Town,
Leicester Square,LESS-ter,https://dictionary.cambridge.org/dictionary/english/leicester,,
Leominster,LEM-ster,https://dictionary.cambridge.org/dictionary/english/leominster,,
Lettuce ,LET-iss ,https://dictionary.cambridge.org/dictionary/english/lettuce ,Rhymes with kiss. Never LET-uss ,
Leveson-Gower,LOO-sun-GORE,https://dictionary.cambridge.org/dictionary/english/leveson-gower,,
Liaison,lee-AY-zon,https://dictionary.cambridge.org/dictionary/english/liaison,A sexual relationship (usually illicit) or a link,
Library,LY-brar-ee,https://dictionary.cambridge.org/dictionary/english/library,,
Liege,LEEZH,https://dictionary.cambridge.org/dictionary/english/liege,One syllable; 'LEEZH',
Lieutenant,lef-TEN-unt,https://dictionary.cambridge.org/dictionary/english/lieutenant,,
Limbed,limmed,https://dictionary.cambridge.org/dictionary/english/limbed,Silent 'b',
Limner,LIM-ner,https://dictionary.cambridge.org/dictionary/english/limner,An artist; specifically one who paints miniatures/portraits,
Lingerie ,LAN-zhuh-ree ,https://dictionary.cambridge.org/dictionary/english/lingerie ,LAN-zhuh-ree (Standard British/French) ,
Litany,LIT-uh-nee,https://dictionary.cambridge.org/dictionary/english/litany,Three distinct syllables,
Literally,lit-er-uh-lee,https://dictionary.cambridge.org/dictionary/english/literally,,
Literary,LIT-ruh-ree,https://dictionary.cambridge.org/dictionary/english/literary,Compressed to three or four syllables,
Literature,LIT-ruh-cher,https://dictionary.cambridge.org/dictionary/english/literature,Three syllables preferred in high-style,
Liveried,LIV-er-eed,https://dictionary.cambridge.org/dictionary/english/liveried,Servants in uniform,
Livery,LIV-uh-ree,https://dictionary.cambridge.org/dictionary/english/livery,Servant's uniform,
Loggia,LO-jee-uh,https://dictionary.cambridge.org/dictionary/english/loggia,An open-sided gallery or corridor,
Loquacious,low-kway-shus,https://dictionary.cambridge.org/dictionary/english/loquacious,Talkative,
Lorgnette,lorn-YET,https://dictionary.cambridge.org/dictionary/english/lorgnette,Hand-held eyeglasses on a handle,
Loughborough,LUFF-bruh,https://dictionary.cambridge.org/dictionary/english/loughborough,,
Luxury,LUK-shuh-ree,https://dictionary.cambridge.org/dictionary/english/luxury,Not 'lug-zhury',
Lyme Regis,LYME REE-jis,https://dictionary.cambridge.org/dictionary/english/lyme-regis,Austen coastal town,
Lyveden,LIV-den,https://dictionary.cambridge.org/dictionary/english/lyveden,Northamptonshire,
Madame,muh-DAM,https://dictionary.cambridge.org/dictionary/english/madame,Formal title; French,
Madeira,muh-DEER-uh,https://dictionary.cambridge.org/dictionary/english/madeira,"A fortified wine; ""muh-DEER-uh"" not ""mad-ay-ruh""",
Mademoiselle,MAD-mwah-ZEL,https://dictionary.cambridge.org/dictionary/english/mademoiselle,French: Often slurred to 'mam-zel' in fast dialogue,
Magdalen ,MAUD-lin (college). MAG-duh-lun(Bible),https://dictionary.cambridge.org/dictionary/english/magdalene,The college pronunciation. If it’s the biblical Mary: MAG-duh-lun. ,
Magdalene,MAUD-lin (college). MAG-duh-lun(Bible),https://dictionary.cambridge.org/dictionary/english/magdalene,The college pronunciation. If it’s the biblical Mary: MAG-duh-lun. ,
Magistrate,MAJ-iss-trayt,https://dictionary.cambridge.org/dictionary/english/magistrate,,
Magnanimous,mag-nan-ih-mus,https://dictionary.cambridge.org/dictionary/english/magnanimous,Generous/Forgiving,
Mainmast,MAYN-must,https://dictionary.cambridge.org/dictionary/english/mainmast,Soft 'must' ending,
Maintenance,MAYN-tuh-nunss,https://dictionary.cambridge.org/dictionary/english/maintenance,Three syllables; swallow the 'te',
Mainwaring,MAN-ner-ing,https://dictionary.cambridge.org/dictionary/english/mainwaring,,
Maître d'hôtel,MAY-truh doh-TEL,https://dictionary.cambridge.org/dictionary/english/maitre-d-hotel,The head of the household servants; more formal than 'steward',
Major,MAY-jer,https://dictionary.cambridge.org/dictionary/english/major,,
Marchioness,MARSH-un-ess,https://dictionary.cambridge.org/dictionary/english/marchioness,,
Marigold,MAR-ee-gold,https://dictionary.cambridge.org/dictionary/english/marigold,Ensure the 'i' is a quick 'ee' sound,
Marjoribanks,MARSH-banks,https://dictionary.cambridge.org/dictionary/english/marjoribanks,,
Marquess,MAR-kwis,https://dictionary.cambridge.org/dictionary/english/marquess,,
Marylebone,MAR-lee-bun,https://dictionary.cambridge.org/dictionary/english/marylebone,,
Mascarpone,mahs-kahr-POH-nay,https://dictionary.cambridge.org/dictionary/english/mascarpone,,
Masks,MAS-ks,https://dictionary.cambridge.org/dictionary/english/mask,,
Masquerade,mas-kuh-RAYD,https://dictionary.cambridge.org/dictionary/english/masquerade,False show or pretense,
Mastery,MASS-tree,https://dictionary.cambridge.org/dictionary/english/mastery,Two syllables (Long 'a' in British RP),
Matinée,mat-in-AY,https://dictionary.cambridge.org/dictionary/english/matinee,Relating to the morning (e.g. a morning gown),
Mauvaise honte,moh-VEZ OHNT,https://dictionary.cambridge.org/dictionary/english/mauvaise-honte,"Painful shyness or ""bad shame""",
Mauve,MOHV,https://dictionary.cambridge.org/dictionary/english/mauve,,
Mea culpa,may cul pah,https://dictionary.cambridge.org/dictionary/english/mea-culpa,Latin: My fault,
Measuring,MEZH-ring,https://dictionary.cambridge.org/dictionary/english/measuring,Two syllables,
Medicine ,MED-sun ,https://dictionary.cambridge.org/dictionary/english/medicine ,The British/Oxford standard is two syllables. Swallow the middle 'i' ,
Mélange,may-LAHNZH,https://dictionary.cambridge.org/dictionary/english/melange,A varied mixture (often used for crowds or fabrics),
Memoir ,MEM-wahr ,https://dictionary.cambridge.org/dictionary/english/memoir ,Ensure it doesn't sound like 'memory' ,
Memorable ,MEM-ruh-bul ,https://dictionary.cambridge.org/dictionary/english/memorable,Strictly three syllables ,
Memory,MEM-oh-ree,https://dictionary.cambridge.org/dictionary/english/memory,,
Ménage,may-NAHZH,https://dictionary.cambridge.org/dictionary/english/menage,A household or the members of a household,
